01/01/01 , 14:00 , 0.0
01/01/01 , 14:59 , 0.006
01/01/01 , 15:10 , 0.008
01/01/01 , 15:20 , 0.012
01/01/01 , 15:40 , 0.022
01/01/01 , 15:50 , 0.033
01/01/01 , 16:00 , 0.047
01/01/01 , 16:21 , 0.068
01/01/01 , 16:30 , 0.091
01/01/01 , 16:40 , 0.114
01/01/01 , 16:54 , 0.167
01/01/01 , 17:08 , 0.220
