10/07/18 , 9:20 , 0
11/07/18 , 10:14 , 0.01
11/07/18 , 11:50 , 0.016
11/07/18 , 15:55 , 0.116
11/07/18 , 16:34 , 0.160
11/07/18 , 17:00 , 0.206
11/07/18 , 17:17 , 0.248
