10/07/18 , 9:20 , 0
10/07/18 , 14:00 , 0
10/07/18 , 16:05 , 0.015
10/07/18 , 16:45 , 0.027
10/07/18 , 17:25 , 0.056
10/07/18 , 18:04 , 0.110
10/07/18 , 18:20 , 0.149
10/07/18 , 18:45 , 0.222
10/07/18 , 19:07 , 0.322
