01/01/01 , 10:30 ,	0.01
01/01/01 , 11:37 ,	0.015
01/01/01 , 12:28 ,	0.034
01/01/01 , 13:07 ,	0.063
01/01/01 , 13:37 ,	0.1
01/01/01 , 14:01 ,	0.15
01/01/01 , 14:30 ,	0.221
01/01/01 , 14:59 ,	0.322
01/01/01 , 15:27 ,	0.476
01/01/01 , 15:59 ,	0.725
01/01/01 , 16:31 ,	0.99
