01/01/01 , 10:30 ,	0.006
01/01/01 , 11:37 ,	0.016
01/01/01 , 12:28 ,	0.04
01/01/01 , 13:07 ,	0.066
01/01/01 , 13:37 ,	0.107
01/01/01 , 14:01 ,	0.161
01/01/01 , 14:30 ,	0.234
01/01/01 , 14:59 ,	0.355
01/01/01 , 15:27 ,	0.523
01/01/01 , 15:59 ,	0.772
01/01/01 , 16:31 ,	1.067
