01/01/01 , 10:26 ,	0.019
01/01/01 , 10:53 ,	0.031
01/01/01 , 11:33 ,	0.052
01/01/01 , 12:48 ,	0.136
01/01/01 , 13:29 ,	0.223
01/01/01 , 14:22 ,	0.392
01/01/01 , 15:05 ,	0.638
01/01/01 , 15:52 ,	1.04
