01/01/01 , 10:26 ,	0.018
01/01/01 , 10:53 ,	0.026
01/01/01 , 11:33 ,	0.047
01/01/01 , 12:48 ,	0.109
01/01/01 , 13:29 ,	0.186
01/01/01 , 14:22 ,	0.342
01/01/01 , 15:05 ,	0.55
01/01/01 , 15:52 ,	0.885
