01/01/01 , 10:26 , 0.013
01/01/01 , 10:53 , 0.02
01/01/01 , 11:33 , 0.034
01/01/01 , 12:48 , 0.088
01/01/01 , 13:29 , 0.16
01/01/01 , 14:22 , 0.278
01/01/01 , 15:05 , 0.45
01/01/01 , 15:52 , 0.712
