01/01/01 , 10:30 ,	0.011
01/01/01 , 11:37 ,	0.042
01/01/01 , 12:28 ,	0.102
01/01/01 , 13:07 ,	0.188
01/01/01 , 13:37 ,	0.315
01/01/01 , 14:01 ,	0.488
01/01/01 , 14:30 ,	0.72
01/01/01 , 14:59 ,	1.023
01/01/01 , 15:27 ,	1.37
01/01/01 , 15:59 ,	1.779
01/01/01 , 16:31 ,	1.942
