1/01/01 , 10:30 ,	0.014
1/01/01 , 11:37 ,	0.05
1/01/01 , 12:28 ,	0.121
1/01/01 , 13:07 ,	0.226
1/01/01 , 13:37 ,	0.373
1/01/01 , 14:01 ,	0.548
1/01/01 , 14:30 ,	0.8
1/01/01 , 14:59 ,	1.163
1/01/01 , 15:27 ,	1.546
1/01/01 , 15:59 ,	1.825
1/01/01 , 16:31 ,	1.972
