01/01/01 , 10:26 ,	0.054
01/01/01 , 10:53 ,	0.084
01/01/01 , 11:33 ,	0.148
01/01/01 , 12:48 ,	0.434
01/01/01 , 13:29 ,	0.734
01/01/01 , 14:22 ,	1.25
01/01/01 , 15:05 ,	1.688
01/01/01 , 15:52 ,	1.986
