01/01/01, 10:26 ,	0.131
01/01/01, 10:53 ,	0.194
01/01/01, 11:33 ,	0.348
01/01/01, 12:48 ,	0.904
01/01/01, 13:29 ,	1.258
01/01/01, 14:22 ,	1.819
01/01/01, 15:05 ,	2.015
01/01/01, 15:52 ,	2.177
