01/01/01 , 10:26 ,	0.151
01/01/01 , 11:33 ,	0.27
01/01/01 , 12:48 ,	0.718
01/01/01 , 13:29 ,	1.155
01/01/01 , 14:22 ,	1.653
01/01/01 , 15:05 ,	1.931
01/01/01 , 15:52 ,	2.12
